REF_DATE,GEO,Custodial admissions,Sex,VALUE
2007/2008,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",119
2007/2008,Newfoundland and Labrador,Other custodial statuses,Male,114
2007/2008,Newfoundland and Labrador,Other custodial statuses,Female,5
2007/2008,Newfoundland and Labrador,Other custodial statuses,Sex unknown,0
2007/2008,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",970
2007/2008,Prince Edward Island,"Total, custodial admissions",Male,867
2007/2008,Prince Edward Island,"Total, custodial admissions",Female,103
2007/2008,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2007/2008,Prince Edward Island,Sentenced,"Total, custodial admission by sex",771
2007/2008,Prince Edward Island,Sentenced,Male,691
2007/2008,Prince Edward Island,Sentenced,Female,80
2007/2008,Prince Edward Island,Sentenced,Sex unknown,0
2007/2008,Prince Edward Island,Remand,"Total, custodial admission by sex",199
2007/2008,Prince Edward Island,Remand,Male,176
2007/2008,Prince Edward Island,Remand,Female,23
2007/2008,Prince Edward Island,Remand,Sex unknown,0
2007/2008,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",
2007/2008,Prince Edward Island,Other custodial statuses,Male,
2007/2008,Prince Edward Island,Other custodial statuses,Female,
2007/2008,Prince Edward Island,Other custodial statuses,Sex unknown,
2007/2008,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",5613
2007/2008,Nova Scotia,"Total, custodial admissions",Male,4942
2007/2008,Nova Scotia,"Total, custodial admissions",Female,568
2007/2008,Nova Scotia,"Total, custodial admissions",Sex unknown,103
2007/2008,Nova Scotia,Sentenced,"Total, custodial admission by sex",2171
2007/2008,Nova Scotia,Sentenced,Male,1933
2007/2008,Nova Scotia,Sentenced,Female,196
2007/2008,Nova Scotia,Sentenced,Sex unknown,42
2007/2008,Nova Scotia,Remand,"Total, custodial admission by sex",3160
2007/2008,Nova Scotia,Remand,Male,2751
2007/2008,Nova Scotia,Remand,Female,348
2007/2008,Nova Scotia,Remand,Sex unknown,61
2007/2008,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",282
2007/2008,Nova Scotia,Other custodial statuses,Male,258
2007/2008,Nova Scotia,Other custodial statuses,Female,24
2007/2008,Nova Scotia,Other custodial statuses,Sex unknown,0
2007/2008,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",5324
2007/2008,New Brunswick,"Total, custodial admissions",Male,4781
2007/2008,New Brunswick,"Total, custodial admissions",Female,540
2007/2008,New Brunswick,"Total, custodial admissions",Sex unknown,3
2007/2008,New Brunswick,Sentenced,"Total, custodial admission by sex",2535
2007/2008,New Brunswick,Sentenced,Male,2299
2007/2008,New Brunswick,Sentenced,Female,235
2007/2008,New Brunswick,Sentenced,Sex unknown,1
2007/2008,New Brunswick,Remand,"Total, custodial admission by sex",1985
2007/2008,New Brunswick,Remand,Male,1764
2007/2008,New Brunswick,Remand,Female,220
2007/2008,New Brunswick,Remand,Sex unknown,1
2007/2008,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",804
2007/2008,New Brunswick,Other custodial statuses,Male,718
2007/2008,New Brunswick,Other custodial statuses,Female,85
2007/2008,New Brunswick,Other custodial statuses,Sex unknown,1
2007/2008,Quebec,"Total, custodial admissions","Total, custodial admission by sex",40808
2007/2008,Quebec,"Total, custodial admissions",Male,36768
2007/2008,Quebec,"Total, custodial admissions",Female,4040
2007/2008,Quebec,"Total, custodial admissions",Sex unknown,0
2007/2008,Quebec,Sentenced,"Total, custodial admission by sex",7288
2007/2008,Quebec,Sentenced,Male,6588
2007/2008,Quebec,Sentenced,Female,700
2007/2008,Quebec,Sentenced,Sex unknown,0
2007/2008,Quebec,Remand,"Total, custodial admission by sex",29610
2007/2008,Quebec,Remand,Male,26728
2007/2008,Quebec,Remand,Female,2882
2007/2008,Quebec,Remand,Sex unknown,0
2007/2008,Quebec,Other custodial statuses,"Total, custodial admission by sex",3910
2007/2008,Quebec,Other custodial statuses,Male,3452
2007/2008,Quebec,Other custodial statuses,Female,458
2007/2008,Quebec,Other custodial statuses,Sex unknown,0
2007/2008,Ontario,"Total, custodial admissions","Total, custodial admission by sex",104584
2007/2008,Ontario,"Total, custodial admissions",Male,91552
2007/2008,Ontario,"Total, custodial admissions",Female,13032
2007/2008,Ontario,"Total, custodial admissions",Sex unknown,0
2007/2008,Ontario,Sentenced,"Total, custodial admission by sex",32783
2007/2008,Ontario,Sentenced,Male,29294
2007/2008,Ontario,Sentenced,Female,3489
2007/2008,Ontario,Sentenced,Sex unknown,0
2007/2008,Ontario,Remand,"Total, custodial admission by sex",66558
2007/2008,Ontario,Remand,Male,57280
2007/2008,Ontario,Remand,Female,9278
2007/2008,Ontario,Remand,Sex unknown,0
2007/2008,Ontario,Other custodial statuses,"Total, custodial admission by sex",5243
2007/2008,Ontario,Other custodial statuses,Male,4978
2007/2008,Ontario,Other custodial statuses,Female,265
2007/2008,Ontario,Other custodial statuses,Sex unknown,0
2007/2008,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",19766
2007/2008,Manitoba,"Total, custodial admissions",Male,16831
2007/2008,Manitoba,"Total, custodial admissions",Female,2932
2007/2008,Manitoba,"Total, custodial admissions",Sex unknown,3
2007/2008,Manitoba,Sentenced,"Total, custodial admission by sex",3610
2007/2008,Manitoba,Sentenced,Male,3317
2007/2008,Manitoba,Sentenced,Female,292
2007/2008,Manitoba,Sentenced,Sex unknown,1
2007/2008,Manitoba,Remand,"Total, custodial admission by sex",9643
2007/2008,Manitoba,Remand,Male,8319
2007/2008,Manitoba,Remand,Female,1322
2007/2008,Manitoba,Remand,Sex unknown,2
2007/2008,Manitoba,Other custodial statuses,"Total, custodial admission by sex",6513
2007/2008,Manitoba,Other custodial statuses,Male,5195
2007/2008,Manitoba,Other custodial statuses,Female,1318
2007/2008,Manitoba,Other custodial statuses,Sex unknown,0
2007/2008,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",9644
2007/2008,Saskatchewan,"Total, custodial admissions",Male,8579
2007/2008,Saskatchewan,"Total, custodial admissions",Female,1060
2007/2008,Saskatchewan,"Total, custodial admissions",Sex unknown,5
2007/2008,Saskatchewan,Sentenced,"Total, custodial admission by sex",3344
2007/2008,Saskatchewan,Sentenced,Male,2924
2007/2008,Saskatchewan,Sentenced,Female,419
2007/2008,Saskatchewan,Sentenced,Sex unknown,1
2007/2008,Saskatchewan,Remand,"Total, custodial admission by sex",6091
2007/2008,Saskatchewan,Remand,Male,5484
2007/2008,Saskatchewan,Remand,Female,603
2007/2008,Saskatchewan,Remand,Sex unknown,4
2007/2008,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",209
2007/2008,Saskatchewan,Other custodial statuses,Male,171
2007/2008,Saskatchewan,Other custodial statuses,Female,38
2007/2008,Saskatchewan,Other custodial statuses,Sex unknown,0
2007/2008,Alberta,"Total, custodial admissions","Total, custodial admission by sex",39656
2007/2008,Alberta,"Total, custodial admissions",Male,34053
2007/2008,Alberta,"Total, custodial admissions",Female,5603
2007/2008,Alberta,"Total, custodial admissions",Sex unknown,0
2007/2008,Alberta,Sentenced,"Total, custodial admission by sex",17010
2007/2008,Alberta,Sentenced,Male,14614
2007/2008,Alberta,Sentenced,Female,2396
2007/2008,Alberta,Sentenced,Sex unknown,0
2007/2008,Alberta,Remand,"Total, custodial admission by sex",22646
2007/2008,Alberta,Remand,Male,19439
2007/2008,Alberta,Remand,Female,3207
2007/2008,Alberta,Remand,Sex unknown,0
2007/2008,Alberta,Other custodial statuses,"Total, custodial admission by sex",0
2007/2008,Alberta,Other custodial statuses,Male,0
2007/2008,Alberta,Other custodial statuses,Female,0
2007/2008,Alberta,Other custodial statuses,Sex unknown,0
2007/2008,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",24440
2007/2008,British Columbia,"Total, custodial admissions",Male,21416
2007/2008,British Columbia,"Total, custodial admissions",Female,3024
2007/2008,British Columbia,"Total, custodial admissions",Sex unknown,0
2007/2008,British Columbia,Sentenced,"Total, custodial admission by sex",10267
2007/2008,British Columbia,Sentenced,Male,9169
2007/2008,British Columbia,Sentenced,Female,1098
2007/2008,British Columbia,Sentenced,Sex unknown,0
2007/2008,British Columbia,Remand,"Total, custodial admission by sex",14173
2007/2008,British Columbia,Remand,Male,12247
2007/2008,British Columbia,Remand,Female,1926
2007/2008,British Columbia,Remand,Sex unknown,0
2007/2008,British Columbia,Other custodial statuses,"Total, custodial admission by sex",
2007/2008,British Columbia,Other custodial statuses,Male,
2007/2008,British Columbia,Other custodial statuses,Female,
2007/2008,British Columbia,Other custodial statuses,Sex unknown,
2007/2008,Yukon,"Total, custodial admissions","Total, custodial admission by sex",654
2007/2008,Yukon,"Total, custodial admissions",Male,579
2007/2008,Yukon,"Total, custodial admissions",Female,75
2007/2008,Yukon,"Total, custodial admissions",Sex unknown,0
2007/2008,Yukon,Sentenced,"Total, custodial admission by sex",231
2007/2008,Yukon,Sentenced,Male,207
2007/2008,Yukon,Sentenced,Female,24
2007/2008,Yukon,Sentenced,Sex unknown,0
2007/2008,Yukon,Remand,"Total, custodial admission by sex",413
2007/2008,Yukon,Remand,Male,363
2007/2008,Yukon,Remand,Female,50
2007/2008,Yukon,Remand,Sex unknown,0
2007/2008,Yukon,Other custodial statuses,"Total, custodial admission by sex",10
2007/2008,Yukon,Other custodial statuses,Male,9
2007/2008,Yukon,Other custodial statuses,Female,1
2007/2008,Yukon,Other custodial statuses,Sex unknown,0
2007/2008,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",872
2007/2008,Northwest Territories,"Total, custodial admissions",Male,811
2007/2008,Northwest Territories,"Total, custodial admissions",Female,61
2007/2008,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2007/2008,Northwest Territories,Sentenced,"Total, custodial admission by sex",481
2007/2008,Northwest Territories,Sentenced,Male,443
2007/2008,Northwest Territories,Sentenced,Female,38
2007/2008,Northwest Territories,Sentenced,Sex unknown,0
2007/2008,Northwest Territories,Remand,"Total, custodial admission by sex",391
2007/2008,Northwest Territories,Remand,Male,368
2007/2008,Northwest Territories,Remand,Female,23
2007/2008,Northwest Territories,Remand,Sex unknown,0
2007/2008,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",
2007/2008,Northwest Territories,Other custodial statuses,Male,
2007/2008,Northwest Territories,Other custodial statuses,Female,
2007/2008,Northwest Territories,Other custodial statuses,Sex unknown,
2007/2008,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",743
2007/2008,Nunavut,"Total, custodial admissions",Male,703
2007/2008,Nunavut,"Total, custodial admissions",Female,40
2007/2008,Nunavut,"Total, custodial admissions",Sex unknown,0
2007/2008,Nunavut,Sentenced,"Total, custodial admission by sex",353
2007/2008,Nunavut,Sentenced,Male,336
2007/2008,Nunavut,Sentenced,Female,17
2007/2008,Nunavut,Sentenced,Sex unknown,0
2007/2008,Nunavut,Remand,"Total, custodial admission by sex",390
2007/2008,Nunavut,Remand,Male,367
2007/2008,Nunavut,Remand,Female,23
2007/2008,Nunavut,Remand,Sex unknown,0
2008/2009,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",255775
2008/2009,All Provinces and territories,"Total, custodial admissions",Male,224515
2008/2009,All Provinces and territories,"Total, custodial admissions",Female,31150
2008/2009,All Provinces and territories,"Total, custodial admissions",Sex unknown,110
2008/2009,All Provinces and territories,Sentenced,"Total, custodial admission by sex",83078
2008/2009,All Provinces and territories,Sentenced,Male,73805
2008/2009,All Provinces and territories,Sentenced,Female,9228
2008/2009,All Provinces and territories,Sentenced,Sex unknown,45
2008/2009,All Provinces and territories,Remand,"Total, custodial admission by sex",155160
2008/2009,All Provinces and territories,Remand,Male,135491
2008/2009,All Provinces and territories,Remand,Female,19607
2008/2009,All Provinces and territories,Remand,Sex unknown,62
2008/2009,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",17537
2008/2009,All Provinces and territories,Other custodial statuses,Male,15219
2008/2009,All Provinces and territories,Other custodial statuses,Female,2315
2008/2009,All Provinces and territories,Other custodial statuses,Sex unknown,3
2008/2009,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1655
2008/2009,Newfoundland and Labrador,"Total, custodial admissions",Male,1498
2008/2009,Newfoundland and Labrador,"Total, custodial admissions",Female,152
2008/2009,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,5
2008/2009,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",1015
2008/2009,Newfoundland and Labrador,Sentenced,Male,919
2008/2009,Newfoundland and Labrador,Sentenced,Female,92
2008/2009,Newfoundland and Labrador,Sentenced,Sex unknown,4
2008/2009,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",539
2008/2009,Newfoundland and Labrador,Remand,Male,481
2008/2009,Newfoundland and Labrador,Remand,Female,57
2008/2009,Newfoundland and Labrador,Remand,Sex unknown,1
2008/2009,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",101
2008/2009,Newfoundland and Labrador,Other custodial statuses,Male,98
2008/2009,Newfoundland and Labrador,Other custodial statuses,Female,3
2008/2009,Newfoundland and Labrador,Other custodial statuses,Sex unknown,0
2008/2009,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",916
2008/2009,Prince Edward Island,"Total, custodial admissions",Male,827
2008/2009,Prince Edward Island,"Total, custodial admissions",Female,89
2008/2009,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2008/2009,Prince Edward Island,Sentenced,"Total, custodial admission by sex",648
2008/2009,Prince Edward Island,Sentenced,Male,586
2008/2009,Prince Edward Island,Sentenced,Female,62
2008/2009,Prince Edward Island,Sentenced,Sex unknown,0
2008/2009,Prince Edward Island,Remand,"Total, custodial admission by sex",268
2008/2009,Prince Edward Island,Remand,Male,241
2008/2009,Prince Edward Island,Remand,Female,27
2008/2009,Prince Edward Island,Remand,Sex unknown,0
2008/2009,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",
2008/2009,Prince Edward Island,Other custodial statuses,Male,
2008/2009,Prince Edward Island,Other custodial statuses,Female,
2008/2009,Prince Edward Island,Other custodial statuses,Sex unknown,
2008/2009,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",5498
2008/2009,Nova Scotia,"Total, custodial admissions",Male,4798
2008/2009,Nova Scotia,"Total, custodial admissions",Female,605
2008/2009,Nova Scotia,"Total, custodial admissions",Sex unknown,95
2008/2009,Nova Scotia,Sentenced,"Total, custodial admission by sex",2056
2008/2009,Nova Scotia,Sentenced,Male,1833
2008/2009,Nova Scotia,Sentenced,Female,185
2008/2009,Nova Scotia,Sentenced,Sex unknown,38
2008/2009,Nova Scotia,Remand,"Total, custodial admission by sex",3150
2008/2009,Nova Scotia,Remand,Male,2701
2008/2009,Nova Scotia,Remand,Female,395
2008/2009,Nova Scotia,Remand,Sex unknown,54
2008/2009,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",292
2008/2009,Nova Scotia,Other custodial statuses,Male,264
2008/2009,Nova Scotia,Other custodial statuses,Female,25
2008/2009,Nova Scotia,Other custodial statuses,Sex unknown,3
2008/2009,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",5255
