REF_DATE,GEO,Custodial and community supervision,VALUE
1994/1995,Prince Edward Island,"Remand, actual-in count",11
1994/1995,Prince Edward Island,"Other statuses, actual-in count",
1994/1995,Prince Edward Island,On-register count,95
1994/1995,Prince Edward Island,"Incarceration rates per 100,000 adults",96.85
1994/1995,Prince Edward Island,Total community supervision count,700
1994/1995,Prince Edward Island,"Probation, community supervision",700
1994/1995,Prince Edward Island,"Conditional sentence, community supervision",
1994/1995,Prince Edward Island,"Probation rates per 100,000 adults",713.64
1994/1995,Nova Scotia,Total actual-in count,439
1994/1995,Nova Scotia,"Sentenced, actual-in count",373
1994/1995,Nova Scotia,"Remand, actual-in count",66
1994/1995,Nova Scotia,"Other statuses, actual-in count",
1994/1995,Nova Scotia,On-register count,542
1994/1995,Nova Scotia,"Incarceration rates per 100,000 adults",62.3
1994/1995,Nova Scotia,Total community supervision count,4227
1994/1995,Nova Scotia,"Probation, community supervision",4227
1994/1995,Nova Scotia,"Conditional sentence, community supervision",
1994/1995,Nova Scotia,"Probation rates per 100,000 adults",599.86
1994/1995,New Brunswick,Total actual-in count,430
1994/1995,New Brunswick,"Sentenced, actual-in count",376
1994/1995,New Brunswick,"Remand, actual-in count",43
1994/1995,New Brunswick,"Other statuses, actual-in count",11
1994/1995,New Brunswick,On-register count,491
1994/1995,New Brunswick,"Incarceration rates per 100,000 adults",75.69
1994/1995,New Brunswick,Total community supervision count,2602
1994/1995,New Brunswick,"Probation, community supervision",2602
1994/1995,New Brunswick,"Conditional sentence, community supervision",
1994/1995,New Brunswick,"Probation rates per 100,000 adults",457.98
1994/1995,Quebec,Total actual-in count,3553
1994/1995,Quebec,"Sentenced, actual-in count",2334
1994/1995,Quebec,"Remand, actual-in count",1219
1994/1995,Quebec,On-register count,6097
1994/1995,Quebec,"Incarceration rates per 100,000 adults",64.67
1994/1995,Quebec,Total community supervision count,10481
1994/1995,Quebec,"Probation, community supervision",8500
1994/1995,Quebec,"Conditional sentence, community supervision",
1994/1995,Quebec,"Provincial parole, community supervision",1981
1994/1995,Quebec,"Probation rates per 100,000 adults",154.71
1994/1995,Ontario,Total actual-in count,7282
1994/1995,Ontario,"Sentenced, actual-in count",4619
1994/1995,Ontario,"Remand, actual-in count",2507
1994/1995,Ontario,"Other statuses, actual-in count",156
1994/1995,Ontario,On-register count,9353
1994/1995,Ontario,"Incarceration rates per 100,000 adults",88.84
1994/1995,Ontario,Total community supervision count,52485
1994/1995,Ontario,"Probation, community supervision",51080
1994/1995,Ontario,"Conditional sentence, community supervision",
1994/1995,Ontario,"Provincial parole, community supervision",1405
1994/1995,Ontario,"Probation rates per 100,000 adults",623.18
1994/1995,Manitoba,Total actual-in count,941
1994/1995,Manitoba,"Sentenced, actual-in count",703
1994/1995,Manitoba,"Remand, actual-in count",237
1994/1995,Manitoba,"Other statuses, actual-in count",1
1994/1995,Manitoba,On-register count,1208
1994/1995,Manitoba,"Incarceration rates per 100,000 adults",113.3
1994/1995,Manitoba,Total community supervision count,5482
1994/1995,Manitoba,"Probation, community supervision",5482
1994/1995,Manitoba,"Conditional sentence, community supervision",
1994/1995,Manitoba,"Probation rates per 100,000 adults",660.02
1994/1995,Saskatchewan,Total actual-in count,1240
1994/1995,Saskatchewan,"Sentenced, actual-in count",1076
1994/1995,Saskatchewan,"Remand, actual-in count",164
1994/1995,Saskatchewan,On-register count,1454
1994/1995,Saskatchewan,"Incarceration rates per 100,000 adults",170.61
1994/1995,Saskatchewan,Total community supervision count,3329
1994/1995,Saskatchewan,"Probation, community supervision",3329
1994/1995,Saskatchewan,"Conditional sentence, community supervision",
1994/1995,Saskatchewan,"Probation rates per 100,000 adults",458.02
1994/1995,Alberta,Total actual-in count,2712
1994/1995,Alberta,"Sentenced, actual-in count",2215
1994/1995,Alberta,"Remand, actual-in count",497
1994/1995,Alberta,On-register count,3944
1994/1995,Alberta,"Incarceration rates per 100,000 adults",138.27
1994/1995,Alberta,Total community supervision count,7385
1994/1995,Alberta,"Probation, community supervision",7385
1994/1995,Alberta,"Conditional sentence, community supervision",
1994/1995,Alberta,"Probation rates per 100,000 adults",376.53
1994/1995,British Columbia,Total actual-in count,2361
1994/1995,British Columbia,"Sentenced, actual-in count",1874
1994/1995,British Columbia,"Remand, actual-in count",487
1994/1995,British Columbia,"Other statuses, actual-in count",
1994/1995,British Columbia,On-register count,
1994/1995,British Columbia,"Incarceration rates per 100,000 adults",84.17
1994/1995,British Columbia,Total community supervision count,13742
1994/1995,British Columbia,"Probation, community supervision",13452
1994/1995,British Columbia,"Conditional sentence, community supervision",
1994/1995,British Columbia,"Provincial parole, community supervision",290
1994/1995,British Columbia,"Probation rates per 100,000 adults",479.57
1994/1995,Yukon,Total actual-in count,69
1994/1995,Yukon,"Sentenced, actual-in count",54
1994/1995,Yukon,"Remand, actual-in count",15
1994/1995,Yukon,"Other statuses, actual-in count",
1994/1995,Yukon,On-register count,74
1994/1995,Yukon,"Incarceration rates per 100,000 adults",324.2
1994/1995,Yukon,Total community supervision count,457
1994/1995,Yukon,"Probation, community supervision",457
1994/1995,Yukon,"Conditional sentence, community supervision",
1994/1995,Yukon,"Probation rates per 100,000 adults",2147.25
1994/1995,Northwest Territories including Nunavut,Total actual-in count,297
1994/1995,Northwest Territories including Nunavut,"Sentenced, actual-in count",255
1994/1995,Northwest Territories including Nunavut,"Remand, actual-in count",42
1994/1995,Northwest Territories including Nunavut,"Incarceration rates per 100,000 adults",726.36
1994/1995,Northwest Territories including Nunavut,Total community supervision count,1121
1994/1995,Northwest Territories including Nunavut,"Probation, community supervision",1121
1994/1995,Northwest Territories including Nunavut,"Probation rates per 100,000 adults",2741.57
1994/1995,Northwest Territories,Total actual-in count,
1994/1995,Northwest Territories,"Sentenced, actual-in count",
1994/1995,Northwest Territories,"Remand, actual-in count",
1994/1995,Northwest Territories,"Other statuses, actual-in count",
1994/1995,Northwest Territories,On-register count,
1994/1995,Northwest Territories,"Incarceration rates per 100,000 adults",
1994/1995,Northwest Territories,Total community supervision count,
1994/1995,Northwest Territories,"Probation, community supervision",
1994/1995,Northwest Territories,"Conditional sentence, community supervision",
1994/1995,Northwest Territories,"Probation rates per 100,000 adults",
1994/1995,Nunavut,Total actual-in count,
1994/1995,Nunavut,"Sentenced, actual-in count",
1994/1995,Nunavut,"Remand, actual-in count",
1994/1995,Nunavut,"Other statuses, actual-in count",
1994/1995,Nunavut,On-register count,
1994/1995,Nunavut,"Incarceration rates per 100,000 adults",
1994/1995,Nunavut,Total community supervision count,
1994/1995,Nunavut,"Probation, community supervision",
1994/1995,Nunavut,"Conditional sentence, community supervision",
1994/1995,Nunavut,"Probation rates per 100,000 adults",
1995/1996,Provinces and Territories,Total actual-in count,19729.7
1995/1996,Provinces and Territories,"Sentenced, actual-in count",14240.5
1995/1996,Provinces and Territories,"Remand, actual-in count",5266
1995/1996,Provinces and Territories,"Other statuses, actual-in count",223.1
1995/1996,Provinces and Territories,On-register count,22999
1995/1996,Provinces and Territories,"Incarceration rates per 100,000 adults",89.11
1995/1996,Provinces and Territories,Total community supervision count,105140
1995/1996,Provinces and Territories,"Probation, community supervision",101918
1995/1996,Provinces and Territories,"Conditional sentence, community supervision",
1995/1996,Provinces and Territories,"Provincial parole, community supervision",3222
1995/1996,Provinces and Territories,"Probation rates per 100,000 adults",460.3
1995/1996,Newfoundland and Labrador,Total actual-in count,355.1
1995/1996,Newfoundland and Labrador,"Sentenced, actual-in count",319.1
1995/1996,Newfoundland and Labrador,"Remand, actual-in count",36
1995/1996,Newfoundland and Labrador,"Other statuses, actual-in count",
1995/1996,Newfoundland and Labrador,On-register count,459
1995/1996,Newfoundland and Labrador,"Incarceration rates per 100,000 adults",83.58
1995/1996,Newfoundland and Labrador,Total community supervision count,2229
1995/1996,Newfoundland and Labrador,"Probation, community supervision",2229
1995/1996,Newfoundland and Labrador,"Conditional sentence, community supervision",
1995/1996,Newfoundland and Labrador,"Probation rates per 100,000 adults",524.67
1995/1996,Prince Edward Island,Total actual-in count,107
1995/1996,Prince Edward Island,"Sentenced, actual-in count",96
1995/1996,Prince Edward Island,"Remand, actual-in count",11
1995/1996,Prince Edward Island,"Other statuses, actual-in count",
1995/1996,Prince Edward Island,On-register count,113
1995/1996,Prince Edward Island,"Incarceration rates per 100,000 adults",107.91
1995/1996,Prince Edward Island,Total community supervision count,888
1995/1996,Prince Edward Island,"Probation, community supervision",888
1995/1996,Prince Edward Island,"Conditional sentence, community supervision",
1995/1996,Prince Edward Island,"Probation rates per 100,000 adults",895.54
1995/1996,Nova Scotia,Total actual-in count,406.5
1995/1996,Nova Scotia,"Sentenced, actual-in count",337.4
1995/1996,Nova Scotia,"Remand, actual-in count",61
1995/1996,Nova Scotia,"Other statuses, actual-in count",8.1
1995/1996,Nova Scotia,On-register count,499
1995/1996,Nova Scotia,"Incarceration rates per 100,000 adults",57.48
1995/1996,Nova Scotia,Total community supervision count,4339
1995/1996,Nova Scotia,"Probation, community supervision",4339
1995/1996,Nova Scotia,"Conditional sentence, community supervision",
1995/1996,Nova Scotia,"Probation rates per 100,000 adults",613.52
1995/1996,New Brunswick,Total actual-in count,411
1995/1996,New Brunswick,"Sentenced, actual-in count",353
1995/1996,New Brunswick,"Remand, actual-in count",48
1995/1996,New Brunswick,"Other statuses, actual-in count",10
1995/1996,New Brunswick,On-register count,477
1995/1996,New Brunswick,"Incarceration rates per 100,000 adults",71.93
1995/1996,New Brunswick,Total community supervision count,2609
1995/1996,New Brunswick,"Probation, community supervision",2609
1995/1996,New Brunswick,"Conditional sentence, community supervision",
1995/1996,New Brunswick,"Probation rates per 100,000 adults",456.61
1995/1996,Quebec,Total actual-in count,3469.8
1995/1996,Quebec,"Sentenced, actual-in count",2302.8
1995/1996,Quebec,"Remand, actual-in count",1167
1995/1996,Quebec,On-register count,6418
1995/1996,Quebec,"Incarceration rates per 100,000 adults",62.75
1995/1996,Quebec,Total community supervision count,11438
1995/1996,Quebec,"Probation, community supervision",9520
1995/1996,Quebec,"Conditional sentence, community supervision",
1995/1996,Quebec,"Provincial parole, community supervision",1918
1995/1996,Quebec,"Probation rates per 100,000 adults",172.17
1995/1996,Ontario,Total actual-in count,7356
1995/1996,Ontario,"Sentenced, actual-in count",4690
1995/1996,Ontario,"Remand, actual-in count",2465
1995/1996,Ontario,"Other statuses, actual-in count",201
1995/1996,Ontario,On-register count,8612
1995/1996,Ontario,"Incarceration rates per 100,000 adults",88.66
1995/1996,Ontario,Total community supervision count,50794
1995/1996,Ontario,"Probation, community supervision",49783
1995/1996,Ontario,"Conditional sentence, community supervision",
1995/1996,Ontario,"Provincial parole, community supervision",1011
1995/1996,Ontario,"Probation rates per 100,000 adults",599.99
1995/1996,Manitoba,Total actual-in count,972
1995/1996,Manitoba,"Sentenced, actual-in count",696
1995/1996,Manitoba,"Remand, actual-in count",272
1995/1996,Manitoba,"Other statuses, actual-in count",4
1995/1996,Manitoba,On-register count,1278
1995/1996,Manitoba,"Incarceration rates per 100,000 adults",116.38
1995/1996,Manitoba,Total community supervision count,5361
1995/1996,Manitoba,"Probation, community supervision",5361
1995/1996,Manitoba,"Conditional sentence, community supervision",
1995/1996,Manitoba,"Probation rates per 100,000 adults",641.89
1995/1996,Saskatchewan,Total actual-in count,1267
1995/1996,Saskatchewan,"Sentenced, actual-in count",1088
1995/1996,Saskatchewan,"Remand, actual-in count",179
1995/1996,Saskatchewan,On-register count,1507
1995/1996,Saskatchewan,"Incarceration rates per 100,000 adults",172.97
1995/1996,Saskatchewan,Total community supervision count,3500
1995/1996,Saskatchewan,"Probation, community supervision",3500
1995/1996,Saskatchewan,"Conditional sentence, community supervision",
1995/1996,Saskatchewan,"Probation rates per 100,000 adults",477.82
