REF_DATE,GEO,Custodial and community supervision,VALUE
2004/2005,Manitoba,"Community portion of custody sentence, community supervision",36
2004/2005,Manitoba,"Deferred custody, community supervision",40.6
2004/2005,Manitoba,"Probation rate per 10,000 young persons",145.46
2004/2005,Saskatchewan,Total actual-in count,233.7
2004/2005,Saskatchewan,"Total sentenced custody, actual-in count",159.6
2004/2005,Saskatchewan,"Sentenced secure custody, actual-in count",96.6
2004/2005,Saskatchewan,"Sentenced open custody, actual-in count",63
2004/2005,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",74.2
2004/2005,Saskatchewan,"Incarceration rates per 10,000 young persons",25.26
2004/2005,Saskatchewan,Total community supervision count,1515.2
2004/2005,Saskatchewan,"Probation, community supervision",1381.3
2004/2005,Saskatchewan,"Community portion of custody sentence, community supervision",60.8
2004/2005,Saskatchewan,"Deferred custody, community supervision",73.1
2004/2005,Saskatchewan,"Probation rate per 10,000 young persons",149.27
2004/2005,Alberta,Total actual-in count,207.3
2004/2005,Alberta,"Total sentenced custody, actual-in count",126.2
2004/2005,Alberta,"Sentenced secure custody, actual-in count",77.3
2004/2005,Alberta,"Sentenced open custody, actual-in count",48.8
2004/2005,Alberta,"Pre-trial detention and other temporary detention, actual-in count",81.1
2004/2005,Alberta,"Incarceration rates per 10,000 young persons",7.37
2004/2005,Alberta,Total community supervision count,1905.6
2004/2005,Alberta,"Probation, community supervision",1726.8
2004/2005,Alberta,"Community portion of custody sentence, community supervision",73.5
2004/2005,Alberta,"Deferred custody, community supervision",87.8
2004/2005,Alberta,"Intensive support and supervision, community supervision",17.6
2004/2005,Alberta,"Probation rate per 10,000 young persons",61.44
2004/2005,British Columbia,Total actual-in count,153.3
2004/2005,British Columbia,"Total sentenced custody, actual-in count",87.2
2004/2005,British Columbia,"Sentenced secure custody, actual-in count",38
2004/2005,British Columbia,"Sentenced open custody, actual-in count",49.2
2004/2005,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",66.2
2004/2005,British Columbia,"Incarceration rates per 10,000 young persons",4.72
2004/2005,British Columbia,Total community supervision count,1565.6
2004/2005,British Columbia,"Probation, community supervision",1248.5
2004/2005,British Columbia,"Community portion of custody sentence, community supervision",40.2
2004/2005,British Columbia,"Deferred custody, community supervision",67.6
2004/2005,British Columbia,"Intensive support and supervision, community supervision",209.3
2004/2005,British Columbia,"Probation rate per 10,000 young persons",38.44
2004/2005,Yukon,Total actual-in count,4.7
2004/2005,Yukon,"Total sentenced custody, actual-in count",3.2
2004/2005,Yukon,"Sentenced secure custody, actual-in count",0.8
2004/2005,Yukon,"Sentenced open custody, actual-in count",2.5
2004/2005,Yukon,"Pre-trial detention and other temporary detention, actual-in count",1.1
2004/2005,Yukon,"Incarceration rates per 10,000 young persons",16.49
2004/2005,Yukon,Total community supervision count,22
2004/2005,Yukon,"Probation, community supervision",15.8
2004/2005,Yukon,"Community portion of custody sentence, community supervision",2.9
2004/2005,Yukon,"Deferred custody, community supervision",1
2004/2005,Yukon,"Intensive support and supervision, community supervision",2.3
2004/2005,Yukon,"Probation rate per 10,000 young persons",55.38
2004/2005,Northwest Territories,Total actual-in count,23.8
2004/2005,Northwest Territories,"Total sentenced custody, actual-in count",16.8
2004/2005,Northwest Territories,"Sentenced secure custody, actual-in count",8.1
2004/2005,Northwest Territories,"Sentenced open custody, actual-in count",8.7
2004/2005,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",6.5
2004/2005,Northwest Territories,"Incarceration rates per 10,000 young persons",53.32
2004/2005,Northwest Territories,Total community supervision count,
2004/2005,Northwest Territories,"Probation, community supervision",
2004/2005,Northwest Territories,"Community portion of custody sentence, community supervision",
2004/2005,Northwest Territories,"Deferred custody, community supervision",
2004/2005,Northwest Territories,"Intensive support and supervision, community supervision",
2004/2005,Northwest Territories,"Probation rate per 10,000 young persons",
2004/2005,Nunavut,Total actual-in count,13.8
2004/2005,Nunavut,"Total sentenced custody, actual-in count",9.1
2004/2005,Nunavut,"Sentenced secure custody, actual-in count",4.9
2004/2005,Nunavut,"Sentenced open custody, actual-in count",4.2
2004/2005,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",4.8
2004/2005,Nunavut,"Incarceration rates per 10,000 young persons",35.25
2004/2005,Nunavut,Total community supervision count,45.9
2004/2005,Nunavut,"Probation, community supervision",45.6
2004/2005,Nunavut,"Community portion of custody sentence, community supervision",0.3
2004/2005,Nunavut,"Probation rate per 10,000 young persons",116.17
2005/2006,Provinces and Territories,Total actual-in count,2025.7
2005/2006,Provinces and Territories,"Total sentenced custody, actual-in count",1152.1
2005/2006,Provinces and Territories,"Sentenced secure custody, actual-in count",589.9
2005/2006,Provinces and Territories,"Sentenced open custody, actual-in count",562.2
2005/2006,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",857.7
2005/2006,Provinces and Territories,"Incarceration rates per 10,000 young persons",7.77
2005/2006,Provinces and Territories,Total community supervision count,19369.8
2005/2006,Provinces and Territories,"Probation, community supervision",18109.2
2005/2006,Provinces and Territories,"Community portion of custody sentence, community supervision",386.2
2005/2006,Provinces and Territories,"Deferred custody, community supervision",554.2
2005/2006,Provinces and Territories,"Intensive support and supervision, community supervision",320.1
2005/2006,Provinces and Territories,"Probation rate per 10,000 young persons",71.47
2005/2006,Newfoundland and Labrador,Total actual-in count,44.5
2005/2006,Newfoundland and Labrador,"Total sentenced custody, actual-in count",38.3
2005/2006,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",16.9
2005/2006,Newfoundland and Labrador,"Sentenced open custody, actual-in count",21.4
2005/2006,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",6.2
2005/2006,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",11.06
2005/2006,Newfoundland and Labrador,Total community supervision count,546.3
2005/2006,Newfoundland and Labrador,"Probation, community supervision",519.3
2005/2006,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",18.4
2005/2006,Newfoundland and Labrador,"Deferred custody, community supervision",8.1
2005/2006,Newfoundland and Labrador,"Intensive support and supervision, community supervision",0.4
2005/2006,Newfoundland and Labrador,"Probation rate per 10,000 young persons",129.1
2005/2006,Prince Edward Island,Total actual-in count,5.2
2005/2006,Prince Edward Island,"Total sentenced custody, actual-in count",4.5
2005/2006,Prince Edward Island,"Sentenced secure custody, actual-in count",2.1
2005/2006,Prince Edward Island,"Sentenced open custody, actual-in count",2.4
2005/2006,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.8
2005/2006,Prince Edward Island,"Incarceration rates per 10,000 young persons",4.4
2005/2006,Prince Edward Island,Total community supervision count,
2005/2006,Prince Edward Island,"Probation, community supervision",
2005/2006,Prince Edward Island,"Community portion of custody sentence, community supervision",
2005/2006,Prince Edward Island,"Deferred custody, community supervision",
2005/2006,Prince Edward Island,"Intensive support and supervision, community supervision",
2005/2006,Prince Edward Island,"Probation rate per 10,000 young persons",
2005/2006,Nova Scotia,Total actual-in count,58.1
2005/2006,Nova Scotia,"Total sentenced custody, actual-in count",37.6
2005/2006,Nova Scotia,"Sentenced secure custody, actual-in count",2.3
2005/2006,Nova Scotia,"Sentenced open custody, actual-in count",35.3
2005/2006,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",18.4
2005/2006,Nova Scotia,"Incarceration rates per 10,000 young persons",7.84
2005/2006,Nova Scotia,Total community supervision count,608.5
2005/2006,Nova Scotia,"Probation, community supervision",608.5
2005/2006,Nova Scotia,"Community portion of custody sentence, community supervision",
2005/2006,Nova Scotia,"Deferred custody, community supervision",
2005/2006,Nova Scotia,"Intensive support and supervision, community supervision",
2005/2006,Nova Scotia,"Probation rate per 10,000 young persons",82.05
2005/2006,New Brunswick,Total actual-in count,63.3
2005/2006,New Brunswick,"Total sentenced custody, actual-in count",50.4
2005/2006,New Brunswick,"Sentenced secure custody, actual-in count",29.5
2005/2006,New Brunswick,"Sentenced open custody, actual-in count",20.9
2005/2006,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",11.5
2005/2006,New Brunswick,"Incarceration rates per 10,000 young persons",10.91
2005/2006,New Brunswick,Total community supervision count,
2005/2006,New Brunswick,"Probation, community supervision",
2005/2006,New Brunswick,"Community portion of custody sentence, community supervision",
2005/2006,New Brunswick,"Deferred custody, community supervision",
2005/2006,New Brunswick,"Intensive support and supervision, community supervision",
2005/2006,New Brunswick,"Probation rate per 10,000 young persons",
2005/2006,Quebec,Total actual-in count,227
2005/2006,Quebec,"Total sentenced custody, actual-in count",157
2005/2006,Quebec,"Sentenced secure custody, actual-in count",96
2005/2006,Quebec,"Sentenced open custody, actual-in count",61
2005/2006,Quebec,"Pre-trial detention and other temporary detention, actual-in count",70
2005/2006,Quebec,"Incarceration rates per 10,000 young persons",3.9
2005/2006,Quebec,Total community supervision count,3822
2005/2006,Quebec,"Probation, community supervision",3631
2005/2006,Quebec,"Community portion of custody sentence, community supervision",
2005/2006,Quebec,"Deferred custody, community supervision",132
2005/2006,Quebec,"Intensive support and supervision, community supervision",59
2005/2006,Quebec,"Probation rate per 10,000 young persons",62.38
2005/2006,Ontario,Total actual-in count,841.6
2005/2006,Ontario,"Total sentenced custody, actual-in count",419.6
2005/2006,Ontario,"Sentenced secure custody, actual-in count",212.7
2005/2006,Ontario,"Sentenced open custody, actual-in count",206.9
2005/2006,Ontario,"Pre-trial detention and other temporary detention, actual-in count",422
2005/2006,Ontario,"Incarceration rates per 10,000 young persons",8.21
2005/2006,Ontario,Total community supervision count,8195.3
2005/2006,Ontario,"Probation, community supervision",7860
2005/2006,Ontario,"Community portion of custody sentence, community supervision",172
2005/2006,Ontario,"Deferred custody, community supervision",162.7
2005/2006,Ontario,"Intensive support and supervision, community supervision",0.7
2005/2006,Ontario,"Probation rate per 10,000 young persons",76.69
2005/2006,Manitoba,Total actual-in count,208.6
2005/2006,Manitoba,"Total sentenced custody, actual-in count",87.4
2005/2006,Manitoba,"Sentenced secure custody, actual-in count",28.8
2005/2006,Manitoba,"Sentenced open custody, actual-in count",58.7
2005/2006,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",109.1
2005/2006,Manitoba,"Incarceration rates per 10,000 young persons",20.17
2005/2006,Manitoba,Total community supervision count,1594.4
2005/2006,Manitoba,"Probation, community supervision",1521.5
2005/2006,Manitoba,"Community portion of custody sentence, community supervision",26.7
