REF_DATE,GEO,Admissions and releases,Correctional services,VALUE
2004/2005,Provinces and territories,Youth releases,Community Portion of Custody Supervision,3061
2004/2005,Provinces and territories,Youth releases,Intensive support and supervision,19
2004/2005,Provinces and territories,Youth releases,Deferred custody and supervision,956
2004/2005,Provinces and territories,Youth releases,Supervised probation,14406
2004/2005,Provinces and territories,Youth releases,Other community sentences,6740
2004/2005,Newfoundland and Labrador,Youth admissions,Total correctional services,1043
2004/2005,Newfoundland and Labrador,Youth admissions,Pre-trial detention,158
2004/2005,Newfoundland and Labrador,Youth admissions,Provincial director remand,4
2004/2005,Newfoundland and Labrador,Youth admissions,Secure custody,60
2004/2005,Newfoundland and Labrador,Youth admissions,Custody and supervision (secure),60
2004/2005,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (secure),
2004/2005,Newfoundland and Labrador,Youth admissions,Open custody,67
2004/2005,Newfoundland and Labrador,Youth admissions,Custody and supervision (open),67
2004/2005,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (open),
2004/2005,Newfoundland and Labrador,Youth admissions,Total community sentences,754
2004/2005,Newfoundland and Labrador,Youth admissions,Community Portion of Custody Supervision,121
2004/2005,Newfoundland and Labrador,Youth admissions,Intensive support and supervision,1
2004/2005,Newfoundland and Labrador,Youth admissions,Deferred custody and supervision,22
2004/2005,Newfoundland and Labrador,Youth admissions,Supervised probation,351
2004/2005,Newfoundland and Labrador,Youth admissions,Other community sentences,259
2004/2005,Newfoundland and Labrador,Youth releases,Total correctional services,964
2004/2005,Newfoundland and Labrador,Youth releases,Pre-trial detention,163
2004/2005,Newfoundland and Labrador,Youth releases,Provincial director remand,4
2004/2005,Newfoundland and Labrador,Youth releases,Secure custody,71
2004/2005,Newfoundland and Labrador,Youth releases,Custody and supervision (secure),71
2004/2005,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (secure),
2004/2005,Newfoundland and Labrador,Youth releases,Open custody,69
2004/2005,Newfoundland and Labrador,Youth releases,Custody and supervision (open),69
2004/2005,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (open),
2004/2005,Newfoundland and Labrador,Youth releases,Total community sentences,657
2004/2005,Newfoundland and Labrador,Youth releases,Community Portion of Custody Supervision,118
2004/2005,Newfoundland and Labrador,Youth releases,Intensive support and supervision,0
2004/2005,Newfoundland and Labrador,Youth releases,Deferred custody and supervision,13
2004/2005,Newfoundland and Labrador,Youth releases,Supervised probation,298
2004/2005,Newfoundland and Labrador,Youth releases,Other community sentences,228
2004/2005,Prince Edward Island,Youth admissions,Total correctional services,
2004/2005,Prince Edward Island,Youth admissions,Pre-trial detention,
2004/2005,Prince Edward Island,Youth admissions,Provincial director remand,
2004/2005,Prince Edward Island,Youth admissions,Secure custody,
2004/2005,Prince Edward Island,Youth admissions,Custody and supervision (secure),
2004/2005,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (secure),
2004/2005,Prince Edward Island,Youth admissions,Open custody,
2004/2005,Prince Edward Island,Youth admissions,Custody and supervision (open),
2004/2005,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (open),
2004/2005,Prince Edward Island,Youth admissions,Total community sentences,
2004/2005,Prince Edward Island,Youth admissions,Community Portion of Custody Supervision,
2004/2005,Prince Edward Island,Youth admissions,Intensive support and supervision,
2004/2005,Prince Edward Island,Youth admissions,Deferred custody and supervision,
2004/2005,Prince Edward Island,Youth admissions,Supervised probation,
2004/2005,Prince Edward Island,Youth admissions,Other community sentences,
2004/2005,Prince Edward Island,Youth releases,Total correctional services,
2004/2005,Prince Edward Island,Youth releases,Pre-trial detention,
2004/2005,Prince Edward Island,Youth releases,Provincial director remand,
2004/2005,Prince Edward Island,Youth releases,Secure custody,
2004/2005,Prince Edward Island,Youth releases,Custody and supervision (secure),
2004/2005,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (secure),
2004/2005,Prince Edward Island,Youth releases,Open custody,
2004/2005,Prince Edward Island,Youth releases,Custody and supervision (open),
2004/2005,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (open),
2004/2005,Prince Edward Island,Youth releases,Total community sentences,
2004/2005,Prince Edward Island,Youth releases,Community Portion of Custody Supervision,
2004/2005,Prince Edward Island,Youth releases,Intensive support and supervision,
2004/2005,Prince Edward Island,Youth releases,Deferred custody and supervision,
2004/2005,Prince Edward Island,Youth releases,Supervised probation,
2004/2005,Prince Edward Island,Youth releases,Other community sentences,
2004/2005,Nova Scotia,Youth admissions,Total correctional services,1196
2004/2005,Nova Scotia,Youth admissions,Pre-trial detention,163
2004/2005,Nova Scotia,Youth admissions,Provincial director remand,42
2004/2005,Nova Scotia,Youth admissions,Secure custody,16
2004/2005,Nova Scotia,Youth admissions,Custody and supervision (secure),16
2004/2005,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (secure),
2004/2005,Nova Scotia,Youth admissions,Open custody,120
2004/2005,Nova Scotia,Youth admissions,Custody and supervision (open),120
2004/2005,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (open),
2004/2005,Nova Scotia,Youth admissions,Total community sentences,855
2004/2005,Nova Scotia,Youth admissions,Community Portion of Custody Supervision,121
2004/2005,Nova Scotia,Youth admissions,Intensive support and supervision,
2004/2005,Nova Scotia,Youth admissions,Deferred custody and supervision,98
2004/2005,Nova Scotia,Youth admissions,Supervised probation,535
2004/2005,Nova Scotia,Youth admissions,Other community sentences,101
2004/2005,Nova Scotia,Youth releases,Total correctional services,319
2004/2005,Nova Scotia,Youth releases,Pre-trial detention,158
2004/2005,Nova Scotia,Youth releases,Provincial director remand,40
2004/2005,Nova Scotia,Youth releases,Secure custody,14
2004/2005,Nova Scotia,Youth releases,Custody and supervision (secure),14
2004/2005,Nova Scotia,Youth releases,Young Offenders Act (YOA) (secure),0
2004/2005,Nova Scotia,Youth releases,Open custody,107
2004/2005,Nova Scotia,Youth releases,Custody and supervision (open),107
2004/2005,Nova Scotia,Youth releases,Young Offenders Act (YOA) (open),0
2004/2005,Nova Scotia,Youth releases,Total community sentences,
2004/2005,Nova Scotia,Youth releases,Community Portion of Custody Supervision,
2004/2005,Nova Scotia,Youth releases,Intensive support and supervision,
2004/2005,Nova Scotia,Youth releases,Deferred custody and supervision,
2004/2005,Nova Scotia,Youth releases,Supervised probation,
2004/2005,Nova Scotia,Youth releases,Other community sentences,
2004/2005,New Brunswick,Youth admissions,Total correctional services,1761
2004/2005,New Brunswick,Youth admissions,Pre-trial detention,275
2004/2005,New Brunswick,Youth admissions,Provincial director remand,73
2004/2005,New Brunswick,Youth admissions,Secure custody,137
2004/2005,New Brunswick,Youth admissions,Custody and supervision (secure),137
2004/2005,New Brunswick,Youth admissions,Young Offenders Act (YOA) (secure),0
2004/2005,New Brunswick,Youth admissions,Open custody,131
2004/2005,New Brunswick,Youth admissions,Custody and supervision (open),130
2004/2005,New Brunswick,Youth admissions,Young Offenders Act (YOA) (open),1
2004/2005,New Brunswick,Youth admissions,Total community sentences,1145
2004/2005,New Brunswick,Youth admissions,Community Portion of Custody Supervision,175
2004/2005,New Brunswick,Youth admissions,Intensive support and supervision,
2004/2005,New Brunswick,Youth admissions,Deferred custody and supervision,107
2004/2005,New Brunswick,Youth admissions,Supervised probation,455
2004/2005,New Brunswick,Youth admissions,Other community sentences,408
2004/2005,New Brunswick,Youth releases,Total correctional services,1671
2004/2005,New Brunswick,Youth releases,Pre-trial detention,280
2004/2005,New Brunswick,Youth releases,Provincial director remand,74
2004/2005,New Brunswick,Youth releases,Secure custody,141
2004/2005,New Brunswick,Youth releases,Custody and supervision (secure),140
2004/2005,New Brunswick,Youth releases,Young Offenders Act (YOA) (secure),1
2004/2005,New Brunswick,Youth releases,Open custody,127
2004/2005,New Brunswick,Youth releases,Custody and supervision (open),124
2004/2005,New Brunswick,Youth releases,Young Offenders Act (YOA) (open),3
2004/2005,New Brunswick,Youth releases,Total community sentences,1049
2004/2005,New Brunswick,Youth releases,Community Portion of Custody Supervision,177
2004/2005,New Brunswick,Youth releases,Intensive support and supervision,
2004/2005,New Brunswick,Youth releases,Deferred custody and supervision,106
2004/2005,New Brunswick,Youth releases,Supervised probation,444
2004/2005,New Brunswick,Youth releases,Other community sentences,322
2004/2005,Quebec,Youth admissions,Total correctional services,7887
2004/2005,Quebec,Youth admissions,Pre-trial detention,3088
2004/2005,Quebec,Youth admissions,Provincial director remand,
2004/2005,Quebec,Youth admissions,Secure custody,569
2004/2005,Quebec,Youth admissions,Custody and supervision (secure),569
2004/2005,Quebec,Youth admissions,Young Offenders Act (YOA) (secure),
2004/2005,Quebec,Youth admissions,Open custody,362
2004/2005,Quebec,Youth admissions,Custody and supervision (open),362
2004/2005,Quebec,Youth admissions,Young Offenders Act (YOA) (open),
2004/2005,Quebec,Youth admissions,Total community sentences,3868
2004/2005,Quebec,Youth admissions,Community Portion of Custody Supervision,
2004/2005,Quebec,Youth admissions,Intensive support and supervision,57
2004/2005,Quebec,Youth admissions,Deferred custody and supervision,148
2004/2005,Quebec,Youth admissions,Supervised probation,3663
2004/2005,Quebec,Youth admissions,Other community sentences,
2004/2005,Quebec,Youth releases,Total correctional services,
2004/2005,Quebec,Youth releases,Pre-trial detention,
2004/2005,Quebec,Youth releases,Provincial director remand,
2004/2005,Quebec,Youth releases,Secure custody,
2004/2005,Quebec,Youth releases,Custody and supervision (secure),
2004/2005,Quebec,Youth releases,Young Offenders Act (YOA) (secure),
2004/2005,Quebec,Youth releases,Open custody,
2004/2005,Quebec,Youth releases,Custody and supervision (open),
2004/2005,Quebec,Youth releases,Young Offenders Act (YOA) (open),
2004/2005,Quebec,Youth releases,Total community sentences,
2004/2005,Quebec,Youth releases,Community Portion of Custody Supervision,
2004/2005,Quebec,Youth releases,Intensive support and supervision,
2004/2005,Quebec,Youth releases,Deferred custody and supervision,
2004/2005,Quebec,Youth releases,Supervised probation,
2004/2005,Quebec,Youth releases,Other community sentences,
2004/2005,Ontario,Youth admissions,Total correctional services,23486
2004/2005,Ontario,Youth admissions,Pre-trial detention,8351
2004/2005,Ontario,Youth admissions,Provincial director remand,
2004/2005,Ontario,Youth admissions,Secure custody,1097
2004/2005,Ontario,Youth admissions,Custody and supervision (secure),1093
2004/2005,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0
2004/2005,Ontario,Youth admissions,Open custody,1121
2004/2005,Ontario,Youth admissions,Custody and supervision (open),1121
2004/2005,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0
2004/2005,Ontario,Youth admissions,Total community sentences,12917
2004/2005,Ontario,Youth admissions,Community Portion of Custody Supervision,2038
2004/2005,Ontario,Youth admissions,Intensive support and supervision,0
2004/2005,Ontario,Youth admissions,Deferred custody and supervision,502
2004/2005,Ontario,Youth admissions,Supervised probation,7593
2004/2005,Ontario,Youth admissions,Other community sentences,2784
2004/2005,Ontario,Youth releases,Total correctional services,24249
2004/2005,Ontario,Youth releases,Pre-trial detention,8255
2004/2005,Ontario,Youth releases,Provincial director remand,
2004/2005,Ontario,Youth releases,Secure custody,1104
2004/2005,Ontario,Youth releases,Custody and supervision (secure),1104
2004/2005,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0
2004/2005,Ontario,Youth releases,Open custody,1102
2004/2005,Ontario,Youth releases,Custody and supervision (open),1102
