"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Saskatchewan","2016A000247","Males","Greater than 1 week to 1 month","Number","223","units","0","v79971889","11.2.3","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Greater than 1 month to 6 months","Number","223","units","0","v79971890","11.2.4","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Greater than 6 months to 1 year","Number","223","units","0","v79971891","11.2.5","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Greater than 1 year to 2 years","Number","223","units","0","v79971892","11.2.6","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Greater than 2 years","Number","223","units","0","v79971893","11.2.7","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Length of time unknown","Number","223","units","0","v79971894","11.2.8","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Mean time served","Days","77","units","0","v79971895","11.2.9","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Males","Median time served","Days","77","units","0","v79971896","11.2.10","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Total number of releases","Number","223","units","0","v47394776","11.3.1","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","1 week or less","Number","223","units","0","v79971897","11.3.2","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Greater than 1 week to 1 month","Number","223","units","0","v79971898","11.3.3","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Greater than 1 month to 6 months","Number","223","units","0","v79971899","11.3.4","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Greater than 6 months to 1 year","Number","223","units","0","v79971900","11.3.5","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Greater than 1 year to 2 years","Number","223","units","0","v79971901","11.3.6","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Greater than 2 years","Number","223","units","0","v79971902","11.3.7","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Length of time unknown","Number","223","units","0","v79971903","11.3.8","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Mean time served","Days","77","units","0","v79971904","11.3.9","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Females","Median time served","Days","77","units","0","v79971905","11.3.10","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Total number of releases","Number","223","units","0","v47394777","11.4.1","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","1 week or less","Number","223","units","0","v79971906","11.4.2","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v79971907","11.4.3","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v79971908","11.4.4","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v79971909","11.4.5","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v79971910","11.4.6","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Greater than 2 years","Number","223","units","0","v79971911","11.4.7","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Length of time unknown","Number","223","units","0","v79971912","11.4.8","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Mean time served","Days","77","units","0","v79971913","11.4.9","","..","","","0"
"2002/2003","Saskatchewan","2016A000247","Sex unknown","Median time served","Days","77","units","0","v79971914","11.4.10","","..","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Total number of releases","Number","223","units","0","v32707811","12.1.1","2278","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","1 week or less","Number","223","units","0","v32707812","12.1.2","1230","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707813","12.1.3","738","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707814","12.1.4","299","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707815","12.1.5","7","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707816","12.1.6","3","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Greater than 2 years","Number","223","units","0","v32707817","12.1.7","1","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Length of time unknown","Number","223","units","0","v32707818","12.1.8","0","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Mean time served","Days","77","units","0","v32707819","12.1.9","16","","","","0"
"2002/2003","Alberta","2016A000248","Total sex","Median time served","Days","77","units","0","v32707820","12.1.10","7","","","","0"
"2002/2003","Alberta","2016A000248","Males","Total number of releases","Number","223","units","0","v32707821","12.2.1","1773","","","","0"
"2002/2003","Alberta","2016A000248","Males","1 week or less","Number","223","units","0","v32707822","12.2.2","924","","","","0"
"2002/2003","Alberta","2016A000248","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707823","12.2.3","579","","","","0"
"2002/2003","Alberta","2016A000248","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707824","12.2.4","260","","","","0"
"2002/2003","Alberta","2016A000248","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707825","12.2.5","7","","","","0"
"2002/2003","Alberta","2016A000248","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707826","12.2.6","2","","","","0"
"2002/2003","Alberta","2016A000248","Males","Greater than 2 years","Number","223","units","0","v32707827","12.2.7","1","","","","0"
"2002/2003","Alberta","2016A000248","Males","Length of time unknown","Number","223","units","0","v32707828","12.2.8","0","","","","0"
"2002/2003","Alberta","2016A000248","Males","Mean time served","Days","77","units","0","v32707829","12.2.9","18","","","","0"
"2002/2003","Alberta","2016A000248","Males","Median time served","Days","77","units","0","v32707830","12.2.10","7","","","","0"
"2002/2003","Alberta","2016A000248","Females","Total number of releases","Number","223","units","0","v32707831","12.3.1","505","","","","0"
"2002/2003","Alberta","2016A000248","Females","1 week or less","Number","223","units","0","v32707832","12.3.2","306","","","","0"
"2002/2003","Alberta","2016A000248","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707833","12.3.3","159","","","","0"
"2002/2003","Alberta","2016A000248","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707834","12.3.4","39","","","","0"
"2002/2003","Alberta","2016A000248","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707835","12.3.5","0","","","","0"
"2002/2003","Alberta","2016A000248","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707836","12.3.6","1","","","","0"
"2002/2003","Alberta","2016A000248","Females","Greater than 2 years","Number","223","units","0","v32707837","12.3.7","0","","","","0"
"2002/2003","Alberta","2016A000248","Females","Length of time unknown","Number","223","units","0","v32707838","12.3.8","0","","","","0"
"2002/2003","Alberta","2016A000248","Females","Mean time served","Days","77","units","0","v32707839","12.3.9","12","","","","0"
"2002/2003","Alberta","2016A000248","Females","Median time served","Days","77","units","0","v32707840","12.3.10","5","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Total number of releases","Number","223","units","0","v32707841","12.4.1","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","1 week or less","Number","223","units","0","v32707842","12.4.2","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707843","12.4.3","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707844","12.4.4","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707845","12.4.5","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707846","12.4.6","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Greater than 2 years","Number","223","units","0","v32707847","12.4.7","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Length of time unknown","Number","223","units","0","v32707848","12.4.8","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Mean time served","Days","77","units","0","v52463246","12.4.9","0","","","","0"
"2002/2003","Alberta","2016A000248","Sex unknown","Median time served","Days","77","units","0","v52463247","12.4.10","0","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Total number of releases","Number","223","units","0","v32707849","13.1.1","1607","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","1 week or less","Number","223","units","0","v32707850","13.1.2","921","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707851","13.1.3","548","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707852","13.1.4","136","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707853","13.1.5","2","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707854","13.1.6","0","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Greater than 2 years","Number","223","units","0","v32707855","13.1.7","0","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Length of time unknown","Number","223","units","0","v32707856","13.1.8","0","","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Mean time served","Days","77","units","0","v32707857","13.1.9","","..","","","0"
"2002/2003","British Columbia","2016A000259","Total sex","Median time served","Days","77","units","0","v32707858","13.1.10","","..","","","0"
"2002/2003","British Columbia","2016A000259","Males","Total number of releases","Number","223","units","0","v32707859","13.2.1","1146","","","","0"
"2002/2003","British Columbia","2016A000259","Males","1 week or less","Number","223","units","0","v32707860","13.2.2","624","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707861","13.2.3","404","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707862","13.2.4","116","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707863","13.2.5","2","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707864","13.2.6","0","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Greater than 2 years","Number","223","units","0","v32707865","13.2.7","0","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Length of time unknown","Number","223","units","0","v32707866","13.2.8","0","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Mean time served","Days","77","units","0","v32707867","13.2.9","13","","","","0"
"2002/2003","British Columbia","2016A000259","Males","Median time served","Days","77","units","0","v32707868","13.2.10","7","","","","0"
"2002/2003","British Columbia","2016A000259","Females","Total number of releases","Number","223","units","0","v32707869","13.3.1","461","","","","0"
"2002/2003","British Columbia","2016A000259","Females","1 week or less","Number","223","units","0","v32707870","13.3.2","297","","","","0"
"2002/2003","British Columbia","2016A000259","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707871","13.3.3","144","","","","0"
"2002/2003","British Columbia","2016A000259","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707872","13.3.4","20","","","","0"
